tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	description	url
tracking-2943	taishin-akiyama	秋山 泰身	"Akiyama,Taishin"	Acute irradiation causes a long-term disturbance in the heterogeneity and gene expression profile of medullary thymic epithelial cells	"Kenta Horie, Kano Namiki, Kyouhei Kinoshita, Maki Miyauchi, Tatsuya Ishikawa, Mio Hayama, Yuya Maruyama, Naho Hagiwara, Takahisa Miyao, Shigeo Murata, Tetsuya J Kobayashi, Nobuko Akiyama, Taishin Akiyama"		Frontiers in Immunology	14		1186154	2023/11/2	INTERNATIONAL	38022666		胸腺は、放射線、感染症、ストレス因子による急性傷害から再生する能力を持つ。髄質にある胸腺上皮細胞（mTECs）は、数千もの組織特異的抗原（TSAs）を異所性に発現・提示することによってT細胞の自己寛容に重要な役割を果たしており、放射線により損傷を受け、その後回復する。しかしながら、放射線障害からの胸腺回復中にmTECサブセットの頻度や特性がどの程度回復するはまだ明らかにされていない。ここでは、半致死量の急性全身放射線照射がmTECの不均一性と遺伝子発現に後遺症を引き起こすことを示す。照射15日後にはTSA発現の重要な制御因子であるAIREを発現するmTECsの頻度が減少することが、scRNA-seq解析により示された。一方で、AIRE発現mTECの前駆細胞であるトランジット増幅mTEC（TA-mTEC）とCcl21a発現mTECはあまり影響を受けなかった。興味深いことに、scRNA-seqデータの詳細な解析から、Ccl25を発現しTSAを高発現するユニークなmTECクラスターの割合が、照射によって著しく減少することが示唆された。以上のことから、急性放射線照射の影響が長期間にわたってmTECの不均一性と性質に影響し、それが胸腺T細胞選択の異常を引き起こす可能性が提唱された。	
tracking-2956	kaki0419	柿崎 智博	"KAKIZAKI,TOMOHIRO"	無し	無し	無し	無し					INTERNATIONAL		無し		
tracking-2961	ykurumida	来見田 遥一	"kurumida,yoichi"	無し	無し		無し					INTERNATIONAL				
tracking-2962	chuya-aori	新里 宙也	"Shinzato,Chuya"	Genes possibly related to symbiosis in early life stages of Acropora tenuis inoculated with Symbiodinium microadriaticum.	"Yuki Yoshioka,Yi-Ling Chiu,Taiga Uchida,Hiroshi Yamashita,Go Suzuki,Chuya Shinzato"		Communications biology	6		1027	2023/5/23	DOMESTIC	37853100	10.1038/s42003-023-05350-8		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37853100&retmode=xml
tracking-2962	chuya-aori	新里 宙也	"Shinzato,Chuya"	"Genomic and transcriptomic analyses illuminate the molecular basis of the unique lifestyle of a tubeworm, Lamellibrachia satsuma."	"Taiga Uchida,Yuki Yoshioka,Yu Yoshida,Manabu Fujie,Ayuta Yamaki,Akira Sasaki,Koji Inoue,Chuya Shinzato"		DNA research : an international journal for rapid publication of reports on genes and genomes	30			2023/1/11	DOMESTIC	37358253	10.1093/dnares/dsad014		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37358253&retmode=xml
tracking-2966	naoyukifuse	布施 直之	"Fuse,Naoyuki"	Neural control of redox response and microbiota-triggered inflammation in Drosophila gut.	"Fuse, N., Hashiba, H., Ishibashi, K., Suzuki, T., Nguyen, Q.-D., Fujii, K., Ikeda-Ohtsubo, W., Kitazawa, H., Tanimoto, H., and Kurata, S."	布施直之、橋場春佳、石橋謙太朗、鈴木拓朗、Quang-Dat Nguyen、藤井希帆、池田-大坪和香子、北澤春樹、谷本拓、倉田祥一朗	Frontiers in Immunology	14		1268611	2023/10/26	INTERNATIONAL	37965334	10.3389/fimmu.2023.1268611	"神経系による腸管の免疫制御機構の存在が示唆されているが、その詳細なメカニズムは不明な点も多い。当研究室では，ショウジョウバエ個体を用いて、細菌の経口感染に影響を与える神経系のスクリーニングを行い、脳から腸管上部にかけて投射しているNP3253神経を同定した（Kenmoku, JEB 2016）。腸管免疫の制御におけるNP3253神経の役割を調べるために、ショウジョウバエ腸管のRNA-seq解析を行った。その結果、NP3253神経を不活性化したハエでは、腸内細菌依存的に免疫関連遺伝子の発現がコントロール系統と比べて上昇することがわかった。さらに、NP3253神経を不活性化したハエでは、腸内細菌に非依存的に酸化還元関連遺伝子の発現が抑制された。いくつかの酸化還元関連遺伝子は、経口感染に対する抵抗性に必要であった。このことから、NP3253神経は、腸内細菌や酸化還元反応を介して腸管免疫を制御することが示唆された。"	https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2023.1268611/full
tracking-2969	yuksato	佐藤 行人	"Sato,Yukuto"	Animal-sourced model of human norovirus infection predicted using environmental DNA metabarcoding analysis	"Yukuto Sato, Jun Yasuda, Masahiro Sakurai"		Journal of Freshwater Ecology	39	2293171	1	2023/12/13	INTERNATIONAL		10.1080/02705060.2023.2293171		https://www.tandfonline.com/doi/full/10.1080/02705060.2023.2293171
tracking-2969	yuksato	佐藤 行人	"Sato,Yukuto"	"MitoFish, MitoAnnotator, and MiFish Pipeline: Updates in ten years"	"Tao Zhu, Yukuto Sato, Tetsuya Sado, Masaki Miya, Wataru Iwasaki"		Molecular Biology and Evolution	43		1	2023/3/4	INTERNATIONAL	36857197	10.1093/molbev/msad035		https://academic.oup.com/mbe/article/40/3/msad035/7037602
tracking-3111	yotti	下野 嘉子	"Shimono,Yoshiko"	Introduction pathways and evolutionary mechanisms of alien species of Lolium spreading across sandy coasts in Japan	"Momoko Hirata, Yumiko Higuchi, Ayumi Matsuo, Mitsuhiko P. Sato, Yoshihisa Suyama, Takako Kiyoshi, Akihiro Konuma, Tohru Tominaga, Yoshiko Shimono"	平田桃子、樋口裕美子、松尾歩、佐藤光彦、陶山佳久、清多佳子、小沼明弘、冨永達、下野嘉子	Journal of Ecology	111	12	2583-2596	2023/12/1	INTERNATIONAL		10.1111/1365-2745.14206	"　ドクムギ属には、輸入穀物への混入による非意図的侵入経路と、牧草や緑化植物としての利用を目的とした意図的な侵入経路の両方がある。ドクムギ属はコムギ畑や畦畔の雑草となっている他、農耕地とは物理的環境条件が大きく異なる砂浜海岸にもまん延している。さまざまな生育地へ分布拡大している要因を明らかにするために、侵入源と国内の各生育地に定着している個体を対象に集団遺伝学的解析を行い、各生育地のドクムギ属集団の由来を推定した。その結果、牧草や緑化植物として使用されている個体と、輸入穀物混入個体との間には遺伝的な分化が見られ、農耕地に生育しているドクムギ属は牧草類と、穀物輸入港や砂浜に生育している個体は輸入穀物混入個体と近縁であることが示された。
　また、農耕地と砂浜海岸における相互播種実験を行い、集団間に適応パターンの違いが存在するのかを調査した。３地域（関東、関西、九州）の農耕地、穀物輸入港、砂浜に生育するドクムギ属から種子を採集し、農耕地条件として京都大学圃場に、砂浜条件として三重県津市の砂浜に相互に播種し、１?２週間ごとに出芽、死亡、出穂を記録した。その結果、農耕地では全集団が95%以上の高い生存率を示し、集団間の違いは見られなかったが、生産小花数は農耕地由来集団がもっとも多かった。砂浜では生産小花数はどの集団でも少なく大きな違いは見られなかったが、農耕地由来集団の生存率がもっとも低かった。つまり、分布パターンの違いと一致する適応度の違いが見られた。
　このように、複数の経路を経て生態学的特性の異なる個体が侵入し、異なる生育地へ分布拡大していることが示された。
"	https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2745.14206
tracking-2970	kenishi	石黒 健介	"ishiguro,kensuke"	Glycosylated queuosines in tRNAs optimize translational rate and post-embryonic growth.	"Xuewei Zhao,Ding Ma,Kensuke Ishiguro,Hironori Saito,Shinichiro Akichika,Ikuya Matsuzawa,Mari Mito,Toru Irie,Kota Ishibashi,Kimi Wakabayashi,Yuriko Sakaguchi,Takeshi Yokoyama,Yuichiro Mishima,Mikako Shirouzu,Shintaro Iwasaki,Takeo Suzuki,Tsutomu Suzuki"		Cell	186		5517-5535.e24	2022/11/25	DOMESTIC	37992713	10.1016/j.cell.2023.10.026		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37992713&retmode=xml
tracking-2971	tmochidu	望月 孝子	"TAKAKO,MOCHIZUKI"	A practical assembly guideline for genomes with various levels of heterozygosity.	"Takako Mochizuki,Mika Sakamoto,Yasuhiro Tanizawa,Takuro Nakayama,Goro Tanifuji,Ryoma Kamikawa,Yasukazu Nakamura"		Briefings in bioinformatics	24	6		2023/10/5	INTERNATIONAL	37798248	10.1093/bib/bbad337	遺伝研スパコンを用いて、Pacbio 社の Subreads を使って 11種類のアセンブラーの性能を調査し、ヘテロ接合度別に、De novo assembly の手法を使用した ゲノム配列構築法のガイドラインを提案した。	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37798248&retmode=xml
tracking-2977	hyamagu	山口 博隆	"Yamaguchi,Hirotaka"	なし	なし		なし					INTERNATIONAL				
tracking-2975	achiwa-ht	阿知波 ひとみ	"ACHIWA,HITOMI"	なし	なし		なし					INTERNATIONAL				
tracking-2985	buihoangphuc412	Bui Phuc	"null,null"	"Comparative genomics of two Vietnamese Helicobacter pylori strains, CHC155 from a non-cardia gastric cancer patient and VN1291 from a duodenal ulcer patient."	"Bui Hoang Phuc,Vo Phuoc Tuan,Tran Thanh Binh,Pham Huu Tung,Tran Dinh Tri,Ho Dang Quy Dung,Ngo Phuong Minh Thuan,Kartika Afrida Fauzia,Evariste Tshibangu-Kabamba,Ricky Indra Alfaray,Batsaikhan Saruuljavkhlan,Takashi Matsumoto,Junko Akada,Yoshio Yamaoka"		Scientific reports	13		8869	2022/11/15	INTERNATIONAL	37258611	10.1038/s41598-023-35527-4		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37258611&retmode=xml
tracking-2985	buihoangphuc412	Bui Phuc	"null,null"	Corrigendum: 'Genome-wide association study of gastric cancer- and duodenal ulcer-derived Helicobacter pylori strains reveals discriminatory genetic variations and novel oncoprotein candidates'.	"Vo Phuoc Tuan,Koji Yahara,Ho Dang Quy Dung,Tran Thanh Binh,Pham Huu Tung,Tran Dinh Tri,Ngo Phuong Minh Thuan,Vu Van Khien,Tran Thi Huyen Trang,Bui Hoang Phuc,Evariste Tshibangu-Kabamba,Takashi Matsumoto,Junko Akada,Rumiko Suzuki,Tadayoshi Okimoto,Masaaki Kodama,Kazunari Murakami,Hirokazu Yano,Masaki Fukuyo,Noriko Takahashi,Mototsugu Kato,Shin Nishiumi,Takashi Azuma,Yoshitoshi Ogura,Tetsuya Hayashi,Atsushi Toyoda,Ichizo Kobayashi,Yoshio Yamaoka"		Microbial genomics	9			2023/7/6	DOMESTIC	37410636	10.1099/mgen.0.001062		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37410636&retmode=xml
tracking-2986	hidekimaehara	前原 秀紀	"Maehara,Hideki"	DNA hypomethylation characterizes genes encoding tissue-dominant functional proteins in liver and skeletal muscle.	"Hideki Maehara,Toshiya Kokaji,Atsushi Hatano,Yutaka Suzuki,Masaki Matsumoto,Keiichi I Nakayama,Riku Egami,Takaho Tsuchiya,Haruka Ozaki,Keigo Morita,Masaki Shirai,Dongzi Li,Akira Terakawa,Saori Uematsu,Ken-Ichi Hironaka,Satoshi Ohno,Hiroyuki Kubota,Hiromitsu Araki,Fumihito Miura,Takashi Ito,Shinya Kuroda"		Scientific reports	13		19118	2023/8/18	INTERNATIONAL	37926704	10.1038/s41598-023-46393-5		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37926704&retmode=xml
tracking-2989	akiend1230	遠藤 明仁	"Endo,Akihito"	New gene markers for classification and quantification of Faecalibacterium spp. in the human gut.	"Hiroki Tanno,Jean-Marc Chatel,Rebeca Martin,Denis Mariat,Mitsuo Sakamoto,Masao Yamazaki,Seppo Salminen,Miguel Gueimonde,Akihito Endo"		FEMS microbiology ecology	99			2022/9/22	DOMESTIC	36990641	10.1093/femsec/fiad035		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36990641&retmode=xml
tracking-2989	akiend1230	遠藤 明仁	"Endo,Akihito"	Faecalibacterium hominis Liu et al. 2023 is a later heterotypic synonym of Faecalibacterium duncaniae Sakamoto et al. 2022.	"Mitsuo Sakamoto,Naomi Sakurai,Hiroki Tanno,Takao Iino,Moriya Ohkuma,Akihito Endo"		International journal of systematic and evolutionary microbiology	73			2023/8/14	DOMESTIC	37566461	10.1099/ijsem.0.005995		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37566461&retmode=xml
tracking-2989	akiend1230	遠藤 明仁	"Endo,Akihito"	Spore-forming properties and enhanced oxygen tolerance of butyrate-producing Anaerostipes spp	"Ren Kadowaki,Hiroki Tanno,Shintaro Maeno,Akihito Endo "		Anaerobe	82			2023/8/1	INTERNATIONAL	37301503			
tracking-2989	akiend1230	遠藤 明仁	"Endo,Akihito"	Microbial composition and metabolic profiles during machine-controlled intra-factory fermentation of cocoa beans harvested in semitropical area of Japan.	"Hiroya Nishimura,Yuh Shiwa,Satoru Tomita,Akihito Endo"		"Bioscience of microbiota, food and health"	43		29-42	2023/5/10	DOMESTIC	38188660	10.12938/bmfh.2023-036		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38188660&retmode=xml
tracking-2997	yuma-takahashi	高橋 佑磨	"Takahashi,Yuma"	Rapid seasonal changes in phenotypes in a wild Drosophila population.	"Takahisa Ueno,Akiko Takenoshita,Kaiya Hamamichi,Mitsuhiko P Sato,Yuma Takahashi"		Scientific reports	13		21940	2023/10/11	DOMESTIC	38114661	10.1038/s41598-023-48571-x		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38114661&retmode=xml
tracking-2998	megumi	川崎 萌	"kawasaki,megumi"	無し	無し		無し					INTERNATIONAL				
tracking-3000	aknaknig	中山 昌喜	"Nakayama,Akiyoshi"	準備中	準備中		準備中					INTERNATIONAL				
tracking-3001	ykuroki	黒木 義人	"Kuroki,Yoshihito"	Isolation of planarian viable cells using fluorescence-activated cell sorting for advancing single-cell transcriptome analysis	"Yoshihito Kuroki, Kiyokazu Agata"		Genes to Cells					INTERNATIONAL				
tracking-3002	tamurak	田村 啓太	"Tamura,Keita"	無し	無し		無し					INTERNATIONAL				
tracking-3005	tsushima	津島 綾子	"Tsushima,Ayako"	無し	無し		無し					INTERNATIONAL				
tracking-3009	hosoki	細木 拓也	"Hosoki,Takuya"	Plate reduction in southern Japanese freshwater populations of threespine stickleback (Gasterosteus aculeatus).	"Hiyu Kanbe,Takuya K Hosoki,Tomoyuki Kokita,Seiichi Mori,Jun Kitano"		Ecology and evolution	13		e10077	2023/3/23	DOMESTIC	37206690	10.1002/ece3.10077		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37206690&retmode=xml
tracking-3015	t-uchida	内田 大賀	"UCHIDA,TAIGA"	"Genomic and transcriptomic analyses illuminate the molecular basis of the unique lifestyle of a tubeworm, Lamellibrachia satsuma."	"Taiga Uchida,Yuki Yoshioka,Yu Yoshida,Manabu Fujie,Ayuta Yamaki,Akira Sasaki,Koji Inoue,Chuya Shinzato"	"内田大賀, 善岡祐輝, 吉田悠, 藤江学, 八巻鮎太, 佐々木章, 井上広滋, 新里宙也"	DNA research	30	4	dsad014	2023/6/26	DOMESTIC	37358253	10.1093/dnares/dsad014		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37358253&retmode=xml
tracking-3018	takezaki	竹崎 直子	"Takezaki,Naoko"	Effect of Different Types of Sequence Data on Palaeognath Phylogeny.	Naoko Takezaki	竹崎直子	Genome biology and evolution	15	6		2023/5/16	INTERNATIONAL	37227001	10.1093/gbe/evad092		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37227001&retmode=xml
tracking-3019	kyoshita	吉武 和敏	"Yoshitake,Kazutoshi"	Pilot study of a comprehensive resource estimation method from environmental DNA using universal D-loop amplification primers	"Kazutoshi Yoshitake, Kyohei Yanagisawa, Yuma Sugimoto, Hiroshi Nakamura, Nanami Mizusawa, Masaki Miya, Koji Hamasaki, Takanori Kobayashi, Shugo Watabe, Kazuomi Nishikiori & Shuichi Asakawa"		Funct Integr Genomics					INTERNATIONAL	36947319	https://doi.org/10.1007/s10142-023-01013-3		
tracking-3020	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	A practical assembly guideline for genomes with various levels of heterozygosity.	"Takako Mochizuki,Mika Sakamoto,Yasuhiro Tanizawa,Takuro Nakayama,Goro Tanifuji,Ryoma Kamikawa,Yasukazu Nakamura"		Briefings in bioinformatics	24			2023/5/17	DOMESTIC	37798248	10.1093/bib/bbad337		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37798248&retmode=xml
tracking-3020	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	"Clostridium folliculivorans sp. nov., isolated from soil samples of an organic paddy in Japan."	"Junko Tazawa,Hisami Kobayashi,Yasuhiro Tanizawa,Akira Uchino,Fukuyo Tanaka,Yasufumi Urashima,Shigenori Miura,Mitsuo Sakamoto,Moriya Ohkuma,Masanori Tohno"		International journal of systematic and evolutionary microbiology	73			2023/5/1	DOMESTIC	37103467	10.1099/ijsem.0.005876		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37103467&retmode=xml
tracking-3020	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	A leaf-emanated signal orchestrates grain size and number in response to maternal resources.	"Kim Nhung Ta,Sae Shimizu-Sato,Ayumi Agata,Yuri Yoshida,Ken-Ichiro Taoka,Hiroyuki Tsuji,Takashi Akagi,Yasuhiro Tanizawa,Ryosuke Sano,Misuzu Nosaka-Takahashi,Toshiya Suzuki,Taku Demura,Atsushi Toyoda,Yasukazu Nakamura,Yutaka Sato"		The Plant journal : for cell and molecular biology	115		175-189	2022/11/17	DOMESTIC	36994645	10.1111/tpj.16219		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36994645&retmode=xml
tracking-3020	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	"Genome Sequence and Analysis of Nicotiana benthamiana, the Model Plant for Interactions between Organisms."	"Ken-Ichi Kurotani,Hideki Hirakawa,Kenta Shirasawa,Yasuhiro Tanizawa,Yasukazu Nakamura,Sachiko Isobe,Michitaka Notaguchi"		Plant & cell physiology	64		248-257	2022/8/11	DOMESTIC	36755428	10.1093/pcp/pcac168		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36755428&retmode=xml
tracking-3020	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	Letter to the Editor: Genome Annotation Matters-From Genes to Phylogenetic Inferences.	"Chihiro Furumizu,Yasuhiro Tanizawa,Yasukazu Nakamura"		Plant & cell physiology	65		181-184	2023/10/2	DOMESTIC	38035794	10.1093/pcp/pcad151		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38035794&retmode=xml
tracking-3020	ytanizaw	谷澤 靖洋	"Tanizawa,Yasuhiro"	DDBJ update in 2023: the MetaboBank for metabolomics data and associated metadata.	"Takeshi Ara,Yuichi Kodama,Toshiaki Tokimatsu,Asami Fukuda,Takehide Kosuge,Jun Mashima,Yasuhiro Tanizawa,Tomoya Tanjo,Osamu Ogasawara,Takatomo Fujisawa,Yasukazu Nakamura,Masanori Arita"		Nucleic acids research	52		D67-D71	2023/10/27	DOMESTIC	37971299	10.1093/nar/gkad1046		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37971299&retmode=xml
tracking-3023	ayamim	松島 綾美	"Matsushima,Ayami"	無し	無し		無し					INTERNATIONAL				
tracking-3028	nobuy503	山口 暢俊	"Yamaguchi,Nobutoshi"	Petal abscission is promoted by jasmonic acid-induced autophagy at Arabidopsis petal bases.	"Yuki Furuta,Haruka Yamamoto,Takeshi Hirakawa,Akira Uemura,Margaret Anne Pelayo,Hideaki Iimura,Naoya Katagiri,Noriko Takeda-Kamiya,Kie Kumaishi,Makoto Shirakawa,Sumie Ishiguro,Yasunori Ichihashi,Takamasa Suzuki,Tatsuaki Goh,Kiminori Toyooka,Toshiro Ito,Nobutoshi Yamaguchi"		Nature communications	15		1098	2022/12/7	DOMESTIC	38321030	10.1038/s41467-024-45371-3		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38321030&retmode=xml
