tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	
tracking-1629	mhiromi	松前 ひろみ	"Matsumae,Hiromi"	Exploring correlations in genetic and cultural variation across language families in northeast Asia	"Hiromi Matsumae, Peter Ranacher, Patrick E Savage, Dami?n E Blasi, Thomas E Currie, Kae Koganebuchi, Nao Nishida, Takehiro Sato, Hideyuki Tanabe, Atsushi Tajima, Steven Brown, Mark Stoneking, Kentaro K Shimizu, Hiroki Oota, Balthasar Bickel"		Science Advances				2021-08-18	INTERNATIONAL	34407936		
tracking-1638	taishin-akiyama	秋山 泰身	"Akiyama,Taishin"	Integrative analysis of scRNA-seq and scATAC-seq revealed transit-amplifying thymic epithelial cells expressing autoimmune regulator	"Takahisa Miyao, Maki Miyauchi, S Thomas Kelly, Tommy W Terooatea, Tatsuya Ishikawa, Eugene Oh, Sotaro Hirai, Kenta Horie, Yuki Takakura, Houko Ohki, Mio Hayama, Yuya Maruyama, Takao Seki, Hiroto Ishii, Haruka Yabukami, Masaki Yoshida, Azusa Inoue, Asako Sakaue-Sawano, Atsushi Miyawaki, Masafumi Muratani, Aki Minoda, Nobuko Akiyama, Taishin Akiyama"		eLife	11		e73998		INTERNATIONAL	35578835	10.7554/eLife.73998	
tracking-1639	tsuna8984	比嘉 綱己	"Higa,Tsunaki"	Spatiotemporal reprogramming of differentiated cells underlies regeneration and neoplasia in the intestinal epithelium	"Tsunaki Higa, Yasutaka Okita, Akinobu Matsumoto, Shogo Nakayama, Takeru Oka, Osamu Sugahara, Daisuke Koga, Shoichiro Takeishi, Hirokazu Nakatsumi, Naoki Hosen, Sylvie Robine, Makoto M. Taketo, Toshiro Sato & Keiichi I. Nakayama"		Nature Communications				2022-03-21	DOMESTIC			
tracking-1643	sakuma27	佐久間 敦丈	"sakuma,atsuhiro"	Type 1 vomeronasal receptor expression in juvenile and adult lungfish olfactory organ	"Shoko Nakamuta, Yoshio Yamamoto, Masao Miyazaki, Atsuhiro Sakuma, Masato Nikaido & Nobuaki Nakamuta"		Zoological Letters				2023-03-10	INTERNATIONAL		10.1186/s40851-023-00202-z	
tracking-1652	ueno-k	植野 和子	"UENO,KAZUKO"	Genome-Wide Association Study and Transcriptome of Japanese Patients with Developmental Dysplasia of the Hip Demonstrates an Association with the Ferroptosis Signaling Pathway	"Yu Mori, Kazuko Ueno, Daisuke Chiba, Ko Hashimoto, Yosuke Kawai, Kazuyoshi Baba, Hidetatsu Tanaka, Takashi Aki, Masanori Ogasawara, Naoto Shibasaki, Katsushi Tokunaga, Toshimi Aizawa, Masao Nagasaki "		Int J Mol Sci.					DOMESTIC	36902448		
tracking-1653	yuki-m-higashi	萩原 裕紀	"hagiwara,yuki"	無し	無し		無し					DOMESTIC			
tracking-1656	yoyamaguchi	山口 燿	"Yamaguchi,Yo"	なし	なし		なし					DOMESTIC			
tracking-1677	yayamamo	山本 泰智	"Yasunori,Yamamoto"	Online tools for efficient paper writing	"Yasunori Yamamoto, Toyofumi Fujiwara"		Human Genome Variation 	9	20		2022-06-06	INTERNATIONAL		10.1038/s41439-022-00195-9	
tracking-1692	kyoshita	吉武 和敏	"Yoshitake,Kazutoshi"	Pilot study of a comprehensive resource estimation method from environmental DNA using universal D-loop amplification primers	"Kazutoshi Yoshitake, Kyohei Yanagisawa, Yuma Sugimoto, Hiroshi Nakamura, Nanami Mizusawa, Masaki Miya, Koji Hamasaki, Takanori Kobayashi, Shugo Watabe, Kazuomi Nishikiori, Shuichi Asakawa"		Funct Integr Genomics					INTERNATIONAL	36947319		
tracking-1700	wakatake	若竹 崇雅	"Wakatake,Takanori"	無し	無し		無し					DOMESTIC			
tracking-1733	potoruganofu	川上 聖司	"Kawakami,Satoshi"	mTOR-AKT Signaling in Cellular Clock Resetting Triggered by Osmotic Stress	"Hikari Yoshitane, Kiyomichi Imamura, Takenori Okubo, Yuta Otobe, Satoshi Kawakami, Shunsuke Ito, Toru Takumi, Kazuki Hattori, Isao Naguro, Hidenori Ichijo, and Yoshitaka Fukada"		Antioxidants & Redox Signaling					INTERNATIONAL	35018792	10.1089/ars.2021.0059	
tracking-1733	potoruganofu	川上 聖司	"Kawakami,Satoshi"	Rhythmic transcription of Bmal1 stabilizes the circadian timekeeping system in mammals	"Yasuko O. Abe, Hikari Yoshitane, Dae Wook Kim, Satoshi Kawakami, Michinori Koebis, Kazuki Nakao, Atsu Aiba, Jae Kyoung Kim & Yoshitaka Fukada"		Nature Communications					INTERNATIONAL		10.1038/s41467-022-32326-9	
tracking-1735	sfukunaga	福永 秀蔵	"Fukunaga,Shuzo"	無し	無し		無し					DOMESTIC			
tracking-1748	nishida-75	西田 奈央	"NISHIDA,NAO"	Prediction Model with HLA-A*33:03 Reveals Number of Days to Develop Liver Cancer from Blood Test	"Nishida N, Ohashi J, Suda G, Chiyoda T, Tamaki N, Tomiyama T, Ogasawara S, Sugiyama M, Kawai Y, Khor SS, Nagasaki M, Fujimoto A, Tsuchiura T, Ishikawa M, Matsuda K, Yano H, Yoshizumi T, Izumi N, Hasegawa K, Sakamoto N, Mizokami M, Tokunaga K."		International Journal of Molecular Sciences					DOMESTIC	36902191		
tracking-1803	suzuki	鈴木 ふみ	"SUZUKI,Fumi"	無し	無し		無し					DOMESTIC			
tracking-1749	ikuko	湯山 育子	"Yuyama,Ikuko"	Metatranscriptomic Analysis of Corals Inoculated with Tolerant and Non-Tolerant Symbiont Exposed to High Temperature and Light Stress. 	"Yuyama Ikuko, Higuchi Tomihiko, Mezaki Takuma, Tashiro Hisako, Kazuho Ikeo"	湯山　育子、樋口　富彦、目崎　琢磨、田代　寿子、池尾　一穂	Frontiers in Physiology	13		806171	2022-04-11	INTERNATIONAL		10.3389/fphys.2022.806171	
tracking-1749	ikuko	湯山 育子	"Yuyama,Ikuko"	"Draft Genome Sequence of Aduncisulcus paluster, a Free-Living Microaerophilic Eukaryote Belonging to the Fornicata."	"Ikuko Yuyama,Keitaro Kume,Takumi Tamura,Yuji Inagaki,Tetsuo Hashimoto"		Microbiology resource announcements	12		e0053922	2023-01-26	DOMESTIC	36695596	10.1128/mra.00539-22	
tracking-1763	so	中川 草	"Nakagawa,So"	Genomic diversity of SARS-CoV-2 can be accelerated by mutations in the nsp14 gene.	"Kosuke Takada,Mahoko Takahashi Ueda,Shintaro Shichinohe,Yurie Kida,Chikako Ono,Yoshiharu Matsuura,Tokiko Watanabe,So Nakagawa"		iScience	26		106210	2022-11-18	DOMESTIC	36811085	10.1016/j.isci.2023.106210	
tracking-1763	so	中川 草	"Nakagawa,So"	Monotreme-specific conserved putative proteins derived from retroviral reverse transcriptase.	"Koichi Kitao,Takayuki Miyazawa,So Nakagawa"		Virus evolution	8		veac084	2022-03-30	DOMESTIC	36176487	10.1093/ve/veac084	
tracking-1763	so	中川 草	"Nakagawa,So"	Potentially reduced fusogenicity of syncytin-2 in New World monkeys.	"Hiyori Shoji,Koichi Kitao,Takayuki Miyazawa,So Nakagawa"		FEBS open bio	13		459-467	2023-01-04	DOMESTIC	36647789	10.1002/2211-5463.13555	
tracking-1763	so	中川 草	"Nakagawa,So"	NeoRdRp: A Comprehensive Dataset for Identifying RNA-dependent RNA Polymerases of Various RNA Viruses from Metatranscriptomic Data.	"Shoichi Sakaguchi,Syun-Ichi Urayama,Yoshihiro Takaki,Kensuke Hirosuna,Hong Wu,Youichi Suzuki,Takuro Nunoura,Takashi Nakano,So Nakagawa"		Microbes and environments	37			2022-08-24	DOMESTIC	36002304	10.1264/jsme2.ME22001	
tracking-1765	kwsm	川島 秀一	"Kawashima,Shuichi"	TogoID: an exploratory ID converter to bridge biological datasets	"Shuya Ikeda, Hiromasa Ono, Tazro Ohta, Hirokazu Chiba, Yuki Naito, Yuki Moriya, Shuichi Kawashima, Yasunori Yamamoto, Shinobu Okamoto, Susumu Goto, Toshiaki Katayama"		Bioinformatics	38	17	4194-4199		INTERNATIONAL	35801937		
tracking-1772	xxgentaroxx	横山 源太朗	"Yokoyama,Gentaro"	無し	無し		無し					DOMESTIC			
tracking-1778	a0009225	晝間 敬	"HIRUMA,KEI"	"enome Resource of Colletotrichum spaethianum, the Causal Agent of Leaf Anthracnose in Polygonatum falcatum"	Yuniar Devi Utami and Kei Hiruma	Yuniar Devi Utami and Kei Hiruma	PhytoFrontiers					INTERNATIONAL		https://doi.org/10.1094/PHYTOFR-12-21-0082-A	
tracking-1781	ryokohorie	堀江 良子	"Horie,Ryoko"	無し	無し		無し					DOMESTIC			
tracking-1782	tatsu	辰本 将司	"Tatsumoto,Shoji"	無し	無し		無し					DOMESTIC			
tracking-1783	suzuki	鈴木 ふみ	"SUZUKI,Fumi"	無し	無し		無し					DOMESTIC			
tracking-1784	nohara-lab	野原 健司	"Nohara,Kenji"	なし	なし		なし					DOMESTIC			
tracking-1785	aoyama-tomofumi	青山 知史	"AOYAMA,TOMOFUMI"	なし	なし		なし					DOMESTIC			
tracking-1792	glauca	伊部 正祥	"IBE,MASAYOSHI"	無し	無し		無し					DOMESTIC			
tracking-1793	asaga	浅賀 巧匠	"Asaga,Kosho"	なし	なし		なし					DOMESTIC			
tracking-1818	yoshida-naofumi	吉田 直史	"YOSHIDA,NAOFUMI"	Does selection occur at the intermediate zone of two insufficiently isolated populations? A whole-genome analysis along an altitudinal gradient.	"Naofumi Yoshida,Shin-Ichi Morinaga,Takeshi Wakamiya,Yuu Ishii,Shosei Kubota,Kouki Hikosaka"	吉田直史、森長真一、若宮健、石井悠、久保田渉誠、彦坂幸毅	Journal of plant research	136		183-199	2022-07-03	DOMESTIC	36547771	10.1007/s10265-022-01429-1	
tracking-1826	takumi_kato	加藤 巧己	"Kato ,Takumi"	無し	無し		無し					DOMESTIC			
tracking-1838	sfukunaga	福永 秀蔵	"Fukunaga,Shuzo"	無し	無し		無し					DOMESTIC			
tracking-1844	nishiyamakmk	西山 久美子	"NISHIYAMA,KUMIKO"	無し	無し		無し					DOMESTIC			
tracking-1851	aquitsu2	筒井 直昭	"TSUTSUI,NAOAKI"	Multiple insulin-like peptides in the gonads of the kuruma prawn Marsupenaeus japonicus	"Naoaki Tsutsui, Fumihiro Yamane, Makoto Kakinuma, Takao Yoshimatsu"		Fisheries Science				2022-03-18	INTERNATIONAL		https://doi.org/10.1007/s12562-022-01596-z	
tracking-1858	sikeda	池田 秀也	"Ikeda,Shuya"	TogoID: an exploratory ID converter to bridge biological datasets	"Shuya Ikeda, Hiromasa Ono, Tazro Ohta, Hirokazu Chiba, Yuki Naito, Yuki Moriya, Shuichi Kawashima, Yasunori Yamamoto, Shinobu Okamoto, Susumu Goto, Toshiaki Katayama"		Bioinformatics	38	17	4194?4199	2022-07-08	INTERNATIONAL	35801937	10.1093/bioinformatics/btac491	
tracking-1862	ykumagai	熊谷 雄太郎	"Kumagai,Yutaro"	A multiomics atlas of brown adipose tissue development over time.	"Yutaro Kumagai,Yutaka Saito,Yasuyuki S Kida"		Endocrinology				2023-02-04	DOMESTIC	37083724	10.1210/endocr/bqad064	
tracking-1872	t-kurita	栗田 隆気	"Kurita,Takaki"	Comparison of morphological identification and DNA metabarcoding for dietary analysis of faeces from a subtropical lizard	"Takaki Kurita, Mamoru Toda"	栗田隆気・戸田守	Wildlife Research	50	3	224-236	2022-09-05	INTERNATIONAL		https://doi.org/10.1071/WR22054	
tracking-1873	yanakamura	中村 恭菜	"Nakamura,Yasuna"	無し	無し		無し					DOMESTIC			
tracking-1881	halobacteria	井原 邦夫	"ihara,kunio"	"Two Trk/Ktr/HKT-type potassium transporters, TrkG and TrkH, perform distinct functions in Escherichia coli K-12."	"Ellen Tanudjaja,Naomi Hoshi,Kaneyoshi Yamamoto,Kunio Ihara,Tadaomi Furuta,Masaru Tsujii,Yasuhiro Ishimaru,Nobuyuki Uozumi"		The Journal of biological chemistry	299		102846	2022-09-01	DOMESTIC	36586436	10.1016/j.jbc.2022.102846	
tracking-1884	suwa-liorect	諏訪 和大	"Suwa,Kazuhiro"	DNA Data Bank of Japan (DDBJ) update report 2022.	"Tanizawa Y, Fujisawa T, Kodama Y, Kosuge T, Mashima J, Tanjo T, Nakamura Y."		Nucleic Acids Res.					INTERNATIONAL		10.1093/nar/gkac1083	
tracking-1892	tez13	須澤 徹夫	"Suzawa,Tetsuo"	未発表	未発表		未発表					DOMESTIC			
tracking-1898	mino	寺島 農	"Terashima,Minoru"	m6A RNA methylation regulates the transcription factors JUN and JUNB in TGF-β-induced epithelial-mesenchymal transition of lung cancer cells	"Kusuma Suphakhong, Minoru Terashima, Sasithorn Wanna-Udom, Risa Takatsuka, Akihiko Ishimura, Takahisa Takino, Takeshi Suzuki"		The Journal of Biological Chemistry					INTERNATIONAL			
tracking-1900	aings	池中 亮裕	"Ikenaka,Akihiro"	SMN promotes mitochondrial metabolic maturation during myogenesis by regulating the MYOD-miRNA axis.	"Akihiro Ikenaka,Yohko Kitagawa,Michiko Yoshida,Chuang-Yu Lin,Akira Niwa,Tatsutoshi Nakahata,Megumu K Saito"		Life science alliance	6			2023-01-05	INTERNATIONAL	36604149	10.26508/lsa.202201457	
tracking-1902	hhiraki	平木 秀明	"Hiraki,Hideaki"	無し	無し		無し					INTERNATIONAL			
tracking-1906	y-okuda-pub	奥田 喜弘	"Okuda,Yoshihiro"	なし	なし		なし					INTERNATIONAL			
tracking-1908	twofourtytwo	丹野 広貴	"TANNO,HIROKI"	New gene markers for classification and quantification of Faecalibacterium spp. in the human gut.	"Hiroki Tanno,Jean-Marc Chatel,Rebeca Martin,Denis Mariat,Mitsuo Sakamoto,Masao Yamazaki,Seppo Salminen,Miguel Gueimonde,Akihito Endo"		FEMS microbiology ecology	99			2022-09-22	DOMESTIC	36990641	10.1093/femsec/fiad035	
tracking-1910	nsakurai	櫻井 望	"Sakurai,Nozomu"	The Thing Metabolome Repository?family (XMRs): comparable untargeted metabolome databases for analyzing sample-specific unknown metabolites.	"Nozomu Sakurai,Shinichi Yamazaki,Kunihiro Suda,Ai Hosoki,Nayumi Akimoto,Haruya Takahashi,Daisuke Shibata,Yuichi Aoki"		Nucleic acids research	51		D660-D677	2023-01-06	INTERNATIONAL	36417935	10.1093/nar/gkac1058	
tracking-1915	koji-matsuda	松田 光司	"Matsuda,Koji"	無し	無し		無し					INTERNATIONAL			
tracking-1919	takami	高見 浩数	"TAKAMI,HIROKAZU"	無し	無し		無し					INTERNATIONAL			
tracking-1932	751n-urushibara	漆原 範子	"Urushibara,Noriko"	Genome analysis of an SCCmec element in ST9-MRSA from Myanmar with a unique mec gene complex and two ccr gene complexes (ccrA1B1 and ccrA5B7)	"Urushibara Noriko, Aung Meiji Soe, Kawaguchiya Mitsuyo, Ohashi Nobuhide, Kobayashi Nobumichi"		Journal of Antimicrobial Chemotherapy					INTERNATIONAL			
tracking-1934	masayo	野本 昌代	"NOMOTO,MASAYO"	なし	なし		なし					INTERNATIONAL			
tracking-1937	cbraunii	渡邊 みゆき	"Watanabe,Miyuki"	"Morphology, taxonomy and phylogenetic positions of two Spirogyra species (Zygnematophyceae, Streptophyta) with replicate and semi-replicate transverse walls from Japan"	"Takano, T., Ikegaya, H., Ikeda, K., Nozaki, H. and Sakayama, H."		Phycologia	61		425?435		INTERNATIONAL			
tracking-1938	oogasawa	小笠原 理	"Osamu,Ogasawara"	Building cloud computing environments for genome analysis in Japan.	Osamu Ogasawara		Human genome variation	9	1	46	2022-07-22	INTERNATIONAL	36517473	10.1038/s41439-022-00223-8	
tracking-1938	oogasawa	小笠原 理	"Osamu,Ogasawara"	DNA Data Bank of Japan (DDBJ) update report 2021.	"Toshihisa Okido,Yuichi Kodama,Jun Mashima,Takehide Kosuge,Takatomo Fujisawa,Osamu Ogasawara"		Nucleic acids research	50		D102-D105	2021-10-12	DOMESTIC	34751405	10.1093/nar/gkab995	
tracking-1942	keisuke-tsujita	辻田 圭佑	"tsijita,keisuke"	無し	無し		無し					INTERNATIONAL			
tracking-1943	hirokikise	喜瀬 浩輝	"KISE,HIROKI"	"Evolutionary patterns of host switching, lifestyle mode, and the diversification history in symbiotic zoantharians"	"Hiroki Kise, Maria Eduarda Alves Santos, Chlo? Julie Lo?s Fourreau, Akira Iguchi, Ryutaro Goto, James Davis Reimer"		Molecular Phylogenetics and Evolution					INTERNATIONAL		https://doi.org/10.1016/j.ympev.2023.107732	
tracking-1945	chata	秦 千比呂	"Hata,Chihiro"	na	na		na					INTERNATIONAL			
tracking-1946	skamakura	鎌倉 史帆	"Kamakura,Shiho"	Inheritance of spheroid body and plastid in the raphid diatom Epithemia (Bacillariophyta) during sexual reproduction	"Kamakura, S., Mann, D. G., Nakamura, N., & Sato, S."		Phycologia				2021-04-21	INTERNATIONAL		https://doi.org/10.1080/00318884.2021.1909399	
tracking-1953	mitomohikaru	三友 光	"MITOMO,HIKARU"	無し	無し		無し					INTERNATIONAL			
tracking-1955	douman-kouhei	道満 剛平	"douman,kouhei"	特になし	特になし		特になし					INTERNATIONAL			
tracking-1956	skawamura	川村 昇吾	"Kawamura,Shogo"	"MarpolBase Expression: A Web-Based, Comprehensive Platform for Visualization and Analysis of Transcriptomes in the Liverwort Marchantia polymorpha."	"Shogo Kawamura,Facundo Romani,Masaru Yagura,Takako Mochizuki,Mika Sakamoto,Shohei Yamaoka,Ryuichi Nishihama,Yasukazu Nakamura,Katsuyuki T Yamato,John L Bowman,Takayuki Kohchi,Yasuhiro Tanizawa"		Plant & cell physiology	63		1745-1755	2022-06-06	DOMESTIC	36083565	10.1093/pcp/pcac129	
tracking-1957	yuta-nakanishi	中西 勇太	"Nakanishi,Yuta"	無し	無し		無し					INTERNATIONAL			
tracking-1965	itakashi	石田 高司	"ISHIDA,TAKASHI"	無し	無し		無し					INTERNATIONAL			
tracking-1966	itakashi	石田 高司	"ISHIDA,TAKASHI"	なし	なし		なし					INTERNATIONAL			
tracking-1969	mshimada	嶋田 誠	"Shimada,Makoto"	無し	無し		無し					INTERNATIONAL			
tracking-1971	watanaberio_	渡邊 りお	"Watanabe,Rio"	なし	なし		なし					INTERNATIONAL			
tracking-1977	br141428	比嘉 黎	"HIGA,Rei"	無	無		無					INTERNATIONAL			
tracking-1979	khironaka	廣中 謙一	"HIRONAKA,KENICHI"	なし	なし		なし					INTERNATIONAL			
tracking-1985	panchos2003	鈴木 道雄	"Suzuki,Michio"	無し	無し		無し					INTERNATIONAL			
tracking-1996	demeter	小木曽 映里	"ogiso,eri"	"Unique Salt-Tolerance-Related QTLs, Evolved in Vigna riukiuensis (Na+ Includer) and V. nakashimae (Na+ Excluder), Shed Light on the Development of Super-Salt-Tolerant Azuki Bean (V. angularis) Cultivars."	"Eri Ogiso-Tanaka,Sompong Chankaew,Yutaro Yoshida,Takehisa Isemura,Rusama Marubodee,Alisa Kongjaimun,Akiko Baba-Kasai,Kazutoshi Okuno,Hiroshi Ehara,Norihiko Tomooka"		"Plants (Basel, Switzerland)"	12		17	2023-03-04	DOMESTIC	37111908	10.3390/plants12081680	
tracking-2002	motoki-shimizu	清水 元樹	"shimizu,motoki"	A genetically linked pair of NLR immune receptors shows contrasting patterns of evolution.	"Motoki Shimizu,Akiko Hirabuchi,Yu Sugihara,Akira Abe,Takumi Takeda,Michie Kobayashi,Yukie Hiraka,Eiko Kanzaki,Kaori Oikawa,Hiromasa Saitoh,Thorsten Langner,Mark J Banfield,Sophien Kamoun,Ryohei Terauchi"		Proceedings of the National Academy of Sciences of the United States of America	119		e2116896119	2022-06-30	DOMESTIC	35771942	10.1073/pnas.2116896119	
tracking-2008	yasuf	藤田 泰成	"Fujita,Yasunari"	無し	無し		無し					INTERNATIONAL			
tracking-2009	nagatoshi	永利 友佳理	"Nagatoshi,Yukari"	なし	なし		なし					INTERNATIONAL			
tracking-2010	yoko-kpu	横山 英明	"Yokoyama,Hideaki"	なし	なし		なし					INTERNATIONAL			
tracking-2013	riki-kawamura	河村 理輝	"Kawamura,Riki"	c-fos expression in the olfactory epithelium of the East African cichlid (Haplochromis chilotes) in response to odorant exposure.	"Riki Kawamura,Masato Nikaido"	"河村理輝, 二階堂雅人"	The Journal of experimental biology	225			2022-06-30	DOMESTIC	36189492	10.1242/jeb.244737	
tracking-2018	ninayasuda	安田 仁奈	"Yasuda,Nina"	Integrated Population Genomic Analysis and Numerical Simulation to Estimate Larval Dispersal of Acanthaster cf. solaris Between Ogasawara and Other Japanese Regions 	"Mizuki Horoiwa, Takashi Nakamura, Hideaki Yuasa, Rei Kajitani, Yosuke Ameda, Tetsuro Sasaki, Hiroki Taninaka, Taisei Kikuchi, Takehisa Yamakita, Atsushi Toyoda, Takehiko Itoh, Nina Yasuda"		Frontiers in Marine Scienc					INTERNATIONAL			
tracking-2030	makitakahiro	牧 隆宏	"MAKI,TAKAHIRO"	なし	なし		なし					INTERNATIONAL			
tracking-2031	hibara	火原 日美子	"Hibara,Himiko"	ATTED-II v11: A Plant Gene Coexpression Database Using a Sample Balancing Technique by Subagging of Principal Components.	"Takeshi Obayashi,Himiko Hibara,Yuki Kagaya,Yuichi Aoki,Kengo Kinoshita"		Plant & cell physiology	63		869-881	2021-09-16	DOMESTIC	35353884	10.1093/pcp/pcac041	
tracking-2031	hibara	火原 日美子	"Hibara,Himiko"	COXPRESdb v8: an animal gene coexpression database navigating from a global view to detailed investigations.	"Obayashi T, Kodate S, Hibara H, Kagaya Y, Kinoshita K "		Plant Cell Physiology	51	1	D80?D87	2023-01-06	INTERNATIONAL		10.1093/nar/gkac983	
tracking-2042	thanh_bui	null null	"Bui,Thanh"	None	None		None					INTERNATIONAL			
tracking-2046	tishibashi	石橋 知彦	"Ishibashi,Tomohiko"	Gut dysbiosis is associated with aortic aneurysm formation and progression in Takayasu arteritis	"Manabe Y, Ishibashi T, Asano R, Tonomura S, Maeda Y, Motooka D, Ueda J, Yanagawa M, Edamoto-Taira Y, Chikaishi-Kirino T, Masaki T, Inagaki T, Nakamura S, Katada Y, Okazawa M, Narazaki M, Ogo T, Kumanogoh A, Nakaoka Y."		Arthritis Research & Therapy	25	1	46	2023-03-24	INTERNATIONAL	36964623	10.1186/s13075-023-03031-9	
tracking-2106	eihpos76	慕士 ソフィア	"Motoshi,Sophia"	無し	無し		無し					INTERNATIONAL			
tracking-2124	wadalab	田路 矩之	"TOJI,NORIYUKI"	Nicotinic acetylcholine receptors in a songbird brain	"Norman Chinweike Asogwa, Noriyuki Toji, Ziwei He, Chengru Shao, Yukino Shibata, Shoji Tatsumoto, Hiroe Ishikawa, Yasuhiro Go, Kazuhiro Wada"		Journal of Comparative Neurology				2022-08-01	INTERNATIONAL	35344610		
